SiteID,ValidNode,SiteType,SiteName.x,SiteDescription.x,SiteTypeName.x,RKM.x,RKMTotal.x,Latitude.x,Longitude.x,path,Area.x,Branch,Site type,Purpose,Operational_Assessment,Original_Fasttrack,Data_Steward,O&M,Funding,ConfigID,Area.y,Model_Branch,branch num,PATH,SiteName.y,SiteTypeName.y,Interrogation Site Subbasin Code,SubBasin Name,RKM.y,RKMTotal.y,AntennaGroup,SiteDescription.y,Latitude.y,Longitude.y,Data Steward Name,Steward Email,Steward Phone,Steward Organization,Steelhead_TRT_POPID,Steelhead_POP_NAME,Steelhead_ESU_DPS,Steelhead_MPG,Chinook_TRT_POPID,Chinook_POP_NAME,Chinook_ESU_DPS,Chinook_MPG
UMW,NA,INT,Umatilla R Recycled Water Fac,"UMW is an instream detection array in the Umatilla River adjacent to the City of Hermiston’s Recycled Water Plant.  One row of four 3ft X 20ft antennas are laid in a pass over orientation,  covering more than the entire wetted width of the river at base flows.  Each antenna has a submerged IS1001 node which are connected to an onshore IS1001-MC.  The site is grid powered and operates year-round.",Instream Remote Detection System,465.009,474,45.861949,-119.314651,GRA.Below_GRA.Below_GRA_Other.UMW,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNT,NA,INT,Upper Nason Temporary Array,"This site is a temporary PIT tag detection system located at rkm 24.8 on Nason Creek. The detection system consists of two 15-foot antennas in a single row, installed in pass-through configuration. The row of antennas spans the wetted width of the channel during base flows. The antennas are operated by Allflex RM 310 reader boards. Data from each antenna is stored on an Acumen DataBridge. A 6 VDC battery bank powers the detection system. The antennas were built and installed by WDFW. The site is typically installed and operated March-June annually.",Instream Remote Detection System,754.089.025,868,47.77534123,-120.9165786,GRA.Below_GRA.Below_GRA_Other.UNT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPT,NA,INT,Upper Peshastin Temporary Arr.,"This site is a temporary PIT tag detection system located at rkm 22.0 on the Peshastin Creek, just upstream of the confluence with Tronsen Creek. The detection system consists of one 15-foot antenna, installed in pass-through configuration. The antenna spans the wetted width of the channel during base flows. The antenna is operated by an Allflex RM 310 reader board. Data from the antenna is stored on an Acumen DataBridge. A 6 VDC battery bank powers the detection system. The antenna was built and installed by WDFW. The site is typically installed and operated March-June annually.",Instream Remote Detection System,754.029.022,805,47.397549,-120.65269,GRA.Below_GRA.Below_GRA_Other.UPT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
URT,NA,INT,Upper Roaring Temporary Array,"This site is a temporary PIT tag detection system located at rkm 2.4 on Roaring Creek (Entiat River basin). The detection system consists of one 10-foot antenna, installed in pass-through configuration. The antenna spans the wetted width of the channel during base flows. The antenna is operated by an Allflex RM 310 reader board. Data from the antenna is stored on an Acumen DataBridge. A 6 VDC battery bank powers the detection system. The antenna was built and installed by WDFW. The site is typically installed and operated March-June annually.",Instream Remote Detection System,778.010.002,790,47.685722,-120.34895,GRA.Below_GRA.Below_GRA_Other.URT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USE,NA,INT,Upper Salmon River at rkm 437,"In-stream detection system consisting of a single array located in the Salmon River. The array (USE) is located at river km 522.303.437 (N45.028939 W-113.915892) and consists of six 20 foot Biomark flat panel antennas. The array does not span the entire river at base flow. USE is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in September, 2012. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by a battery switcher with power supplied from a thermal electric generator. Remote communication is provided by a cellular phone modem. Data collection started on September 14, 2012.",Instream Remote Detection System,522.303.437,1262,45.02853032,-113.9163189,GRA.Salmon.Upper_Salmon.USE,Salmon,Upper_Salmon,INT,Adult Est.,Yes,Yes,QCI,QCI/NPT,BPA,100,Upper Salmon,Upper Salmon,26,GRA USE,Upper Salmon River at rkm 437,Instream Remote Detection System,17060203,Middle Salmon-Panther,522.303.437,1262,ARRAY,"In-stream detection system consisting of a single array located in the Salmon River. The array (USE) is located at river km 522.303.437 (N45.028939 W-113.915892) and consists of six 20 foot Biomark flat panel antennas. The array does not span the entire river at base flow. USE is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in September, 2012. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by a battery switcher with power supplied from a thermal electric generator. Remote communication is provided by a cellular phone modem. Data collection started on September 14, 2012.",45.02853032,-113.9163189,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRUMA-s,Salmon River upper mainstem,Snake River Basin Steelhead DPS,Salmon River,NA,NA,NA,NA
USI,NA,INT,Upper Salmon River at rkm 460,"In-stream detection system consisting of a single array located in the main-stem Salmon River. The array (USI) is located at river km 522.303.460 (N44.890380 W-113.962575) and consists of six 20 foot Biomark flat panel antennas. The array does not span the entire river at base flows. USI is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in August, 2012. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by a battery switcher with power supplied from the electrical power grid. Remote communication is provided by a cellular phone modem. Data collection began in November 2012.",Instream Remote Detection System,522.303.460,1285,44.88976345,-113.9641445,GRA.Salmon.Upper_Salmon.USE.USI,Salmon,Upper_Salmon,INT,Adult Est.,Yes,Yes,QCI,QCI/NPT,BPA,100,Upper Salmon,Upper Salmon,26,GRA USE USI,Upper Salmon River at rkm 460,Instream Remote Detection System,17060203,Middle Salmon-Panther,522.303.460,1285,ARRAY,"In-stream detection system consisting of a single array located in the main-stem Salmon River. The array (USI) is located at river km 522.303.460 (N44.890380 W-113.962575) and consists of six 20 foot Biomark flat panel antennas. The array does not span the entire river at base flows. USI is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in August, 2012. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by a battery switcher with power supplied from the electrical power grid. Remote communication is provided by a cellular phone modem. Data collection began in November 2012.",44.88976345,-113.9641445,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,NA,NA,NA,NA,NA,NA,NA,NA
UTR,NA,INT,Upper Tucannon River,"The Upper Tucannon River site is located about 200 yards above Don Howards House on the Tucannon River, at River Kilometer 53.2. The site consists of six flat plate antennas (three rows of two antennas each) and powered from direct power on the grid.",Instream Remote Detection System,522.100.053,675,46.41592231,-117.7383419,GRA.Below_GRA.Tucannon.LTR.MTR.UTR,Below_GRA,Tucannon,INT,Adult/Juvenile,No,No,WDFW,WDFW,Unknown,100,Lower Snake,Tocannon,1,GRA LTR MTR UTR,Upper Tucannon River,Instream Remote Detection System,17060107,Lower Snake-Tucannon,522.100.053,675,UPSTREAM ARRAY,"The Upper Tucannon River site is located about 200 yards above Don Howards House on the Tucannon River, at River Kilometer 53.2. The site consists of six flat plate antennas (three rows of two antennas each) and powered from direct power on the grid.",46.41592231,-117.7383419,Todd Miller,Todd.Miller@dfw.wa.gov,(509) 664-3148,WDFW,NA,NA,NA,NA,NA,NA,NA,NA
UWE,NA,INT,Upper Wenatchee River,"This site is a permanent instream PIT tag detection system located at rkm 81.2 on the Wenatchee River, near Plain, WA.  The site consists of 6 20-foot antennas in a single row, installed in flat-plate configuration.  The row of antennas spans the wetted width of the channel during base flows. The antennas were built and installed by WDFW. The site is powered by a thermoelectric generator.  A Campbell Scientific CR-1000 data logger and cellular modem are installed on site to automate data collection and provide remote communication.  A water temperature and pressure probe, and an air temperature probe are also installed on site to monitor environmental conditions.",Instream Remote Detection System,754.081,835,47.79643283,-120.6636114,GRA.Below_GRA.Below_GRA_Other.UWE,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VC1,NA,INT,"Valley Creek, Upstream Site","This is an in-stream interrogation system located on Valley Creek at Stanley, ID., in the Upper Salmon River.",Instream Remote Detection System,522.303.609.002,1436,44.21867155,-114.9421498,GRA.Salmon.Upper_Salmon.USE.USI.VC2.VC1,Salmon,Upper_Salmon,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,120,Upper Salmon,Upper Salmon,26,GRA USE USI VC2 VC1,"Valley Creek, Upstream Site",Instream Remote Detection System,17060201,Upper Salmon,522.303.609.002,1436,UPSTREAM ARRAY,"This is an in-stream interrogation system located on Valley Creek at Stanley, ID., in the Upper Salmon River.",44.21867155,-114.9421498,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,NA,NA,NA,NA,NA,NA,NA,NA
VC2,NA,INT,"Valley Creek, Downstream Site","This is an in-stream interrogation system located on Valley Creek below Stanley, ID., in the Upper Salmon River.",Instream Remote Detection System,522.303.609.001,1435,44.22190024,-114.9314605,GRA.Salmon.Upper_Salmon.USE.USI.VC2,Salmon,Upper_Salmon,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,130,Upper Salmon,Upper Salmon,26,GRA USE USI VC2,"Valley Creek, Downstream Site",Instream Remote Detection System,17060201,Upper Salmon,522.303.609.001,1435,Upstream 3-antenna Array,"This is an in-stream interrogation system located on Valley Creek below Stanley, ID., in the Upper Salmon River.",44.22190024,-114.9314605,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,NA,NA,NA,NA,SRVAL,Valley Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
WAJ,NA,INT,WANAPUM DAM JUVENILE (G-DIP),Wanapum Dam Smolt Bypass (Gatewell Dip),Juvenile Fish Bypass Facility,669,669,46.87418986,-119.9710487,GRA.Below_GRA.Below_GRA_Other.WAJ,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAN,NA,INT,Wanacut Creek,"Wanacut Creek enters the Okanogan River at RKM 56.3, approximately 6.5 KM up river from the town of Omak, WA. The WAN site is located approximately 0.70 KM upstream from the confluence of the Okanogan River. The setup consists of a single pass-through antenna. The antenna spans the wetted width of the channel at base flows. The antenna is operated by an Allflex RM 310 board. Data is recorded on a Compact Flash card through a Acumen Databridge. 6 VDC battery bank is used for power.",Instream Remote Detection System,858.057.001,916,48.43049146,-119.461707,GRA.Below_GRA.Below_GRA_Other.WAN,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEA,NA,INT,"Wells Dam, DCPUD Adult Ladders",Wells Dam Adult Fishways (both),Adult Fishway,830,830,47.94730185,-119.8645486,GRA.Below_GRA.Below_GRA_Other.WEA,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEB,NA,INT,Webb Creek,"This is an in-stream interrogation system consisting of two separate antennas, 10 meters apart and approximately 1.0 kilometers upstream from the mouth of Webb Creek, powered by a Destron Fearing FS1001M (labeled D0). The upstream antenna, D1, and downstream antenna, D2, each consist of a single PVC flat-plate antenna engineered by NMFS. The antennas both cover the width of the stream in all but the highest spring discharges. WEB is operated by the University of Idaho, Department of Fish and Wildlife Resources in coordination with Bureau of Reclamation.",Instream Remote Detection System,522.224.019.010.006.001,782,46.325992,-116.831974,GRA.Clearwater.Lapwai.LAP.SWT.WEB,Clearwater,Lapwai,INT,Adult/Juvenile,Yes,No,USBR,USBR,USBR,100,Clearwater,Lapwai,7,GRA LAPB0 LAPA0 SWTB0 SWTA0 WEBB0 WEBA0,Webb Creek,Instream Remote Detection System,17060306,Clearwater,522.224.019.010.006.001,782,UPSTREAM ANTENNA,"This is an in-stream interrogation system consisting of two separate antennas, 10 meters apart and approximately 1.0 kilometers upstream from the mouth of Webb Creek, powered by a Destron Fearing FS1001M (labeled D0). The upstream antenna, D1, and downstream antenna, D2, each consist of a single PVC flat-plate antenna engineered by NMFS. The antennas both cover the width of the stream in all but the highest spring discharges. WEB is operated by the University of Idaho, Department of Fish and Wildlife Resources in coordination with Bureau of Reclamation.",46.325992,-116.831974,Anthony Prisciandaro,APrisciandaro@usbr.gov,(208)383-2233,USBR,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRPOT,Polatch River,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
WEH,NA,INT,Wells Dam Hatchery,"Adult and juvenile detection at Wells Hatchery. Points of detection include the adult fish handling facility, juvenile pond outflows and adult volunteer channel. The adult fish handling facility antennas monitor pipes where adults are sorted and sent to holding ponds for spawning, transport trucks or returned to the Columbia River. The volunteer channel would detect both adults that enter the channel and juveniles released from pond 1.",Hatchery Releases and Returns,830,830,47.945378,-119.86772,GRA.Below_GRA.Below_GRA_Other.WEH,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEJ,NA,INT,Wells Dam Bypass Bay Sample,"Bypass Bay 2 on the right (west) side of Wells dam on the Columbia River, Washington. During the first year of operation, the top middle four windows of the 64 open windows in the bypass baffle were monitored by antennas to detect a sample of PIT tagged fish using the bypass bay. In 2017, the configuration was expanded to monitor 16 of the 64 open windows in the middle right column.",Juvenile Fish Bypass Facility,830,830,47.946718,-119.866484,GRA.Below_GRA.Below_GRA_Other.WEJ,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEN,NA,INT,Wenaha River Mouth,"Instream detection array on the Wenaha River near Troy, Oregon (called the Little Salmon (Wenaha) on tax maps).  Array consists of a IS1001-MTS multiplexing receiver and nine antennas, each with 24v-IS1001s.  Antenna arrays consist of nine antennas that span the normal high water mark and are secured to the substrate for pass-over detection.  Five antennas are placed side-by-side to span the creek for the upstream array, and four antennas are placed side-by-side to span the creek for the downstream array.  This provides two separate arrays of coverage to determine detection efficiency.  Site is grid powered and operates year-round.   Site is on ODFW property.",Instream Remote Detection System,522.271.073.001,867,45.946151,-117.454124,GRA.Grande_Ronde.Wenaha.WEN,Grande_Ronde,Wenaha,NEW,Adult Est.,No,No,ODFW,ODFW,Unknown,NA,NA,Wenaha,NA,NA,Wenaha River Mouth,Instream Remote Detection System,17060106,Lower Grande Ronde,522.271.073.001,867,NA,"Instream detection array on the Wenaha River near Troy, Oregon (called the Little Salmon (Wenaha) on tax maps).  Array consists of a IS1001-MTS multiplexing receiver and nine antennas, each with 24v-IS1001s.  Antenna arrays consist of nine antennas that span the normal high water mark and are secured to the substrate for pass-over detection.  Five antennas are placed side-by-side to span the creek for the upstream array, and four antennas are placed side-by-side to span the creek for the downstream array.  This provides two separate arrays of coverage to determine detection efficiency.  Site is grid powered and operates year-round.   Site is on ODFW property.",45.946151,'-117.454124,Derrek Faber,Derrek.M.Faber@state.or.us,(541) 296-3023 x221,ODFW,NA,NA,NA,NA,NA,NA,NA,NA
WFC,NA,INT,"Wolf Creek, Methow River","Instream detector on Wolf Creek, Methow River Basin",Instream Remote Detection System,843.085.001,929,48.48862542,-120.234267,GRA.Below_GRA.Below_GRA_Other.WFC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WFF,NA,INT,Willamette Falls Fishway,Willamette Falls Adult Fishway,Adult Fishway,163.043,206,45.35246566,-122.618275,GRA.Below_GRA.Below_GRA_Other.WFF,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WHC,NA,INT,"Lwr White Creek, Klickitat Bsn","This is an instream interrogation system in White Creek (Klickitat River Basin) approximately 150 meters upstream from the mouth, consisting of six pass-over antennas (2 upstream, 2 midstream, and 2 downstream) spanning the normal stream channel.",Instream Remote Detection System,290.063.000,353,46.01380566,-121.1497663,GRA.Below_GRA.Below_GRA_Other.WHC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WHS,NA,INT,Wildhorse Spring Creek,"Wildhorse Spring Creek enters the Okanogan River at RKM 113.1, approximately 9.8 KM up river from the town of Ellisforde, WA. The WHS site is located approximately 0.20 km upstream from the confluence of the Okanogan River. The setup consists of a single pass-through antenna. The antenna spans the wetted width of the channel at base flows. The antenna is operated by an Allflex RM 310 board. Data is recorded on a Compact Flash card through a Acumen Databridge. 6 VDC battery bank is used for power.",Instream Remote Detection System,858.114.001,973,48.856711,-119.406879,GRA.Below_GRA.Below_GRA_Other.WHS,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WL1,NA,INT,Top of Wilson Creek channel,This is a pass through single antenna spanning across the width at the top of the Wilson Creek side channel. The site is located above Roaring Creek on the Entiat River between the Entiat National Fish Hatchery and Entiat River Road at river kilometer 11. Site was removed in March 2017,Instream Remote Detection System,778.011,789,47.69763,-120.3216,GRA.Below_GRA.Below_GRA_Other.WL1,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WL2,NA,INT,Bottom of Wilson Creek channel,This is a pass through single antenna spanning across the width at the bottom of the Wilson Creek side channel. The site is located above Roaring Creek on the Entiat River between the Entiat National Fish Hatchery and Entiat River Road at river kilometer 11. Site was removed in March 2017,Instream Remote Detection System,778.011,789,47.6953,-120.32015,GRA.Below_GRA.Below_GRA_Other.WL2,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WLT,NA,INT,Walterville Fish Bypass Exit,The screened Walterville Fish Bypass is located 17 miles east of Eugene on the McKenzie River. The bypass is owned by Eugene Water & Electric Board and is used to divert fish before the water goes through the Walterville Dam. The site consists of pass-through antennas at the end of the exit pipe where the fish are returned to the McKenzie River.,Juvenile Fish Bypass Facility,163.282.039,484,44.07049,-122.771848,GRA.Below_GRA.Below_GRA_Other.WLT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPC,NA,INT,"Wimpey Creek, Lemhi R. Basin","In-stream detection system consisting of two antennas deployed serially about 30 meters apart in Wimpey Creek and is approximately 70 meters upstream of the confluence with the Lemhi River.  WPC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc.  The initial configuration consisting of three arrays of three antennas each was replaced in August of 2017 to two 20 foot ABS antennas.  Site electricity comes from the adjacent electrical service lines and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature. Site was removed in April 2018",Instream Remote Detection System,522.303.416.020.001,1262,45.097938,-113.720497,GRA.Salmon.Lemhi.LLR.WPC,Salmon,Lemhi,INT,Adult/Juvenile,Yes,No,QCI,QCI/NPT,Unknown,110,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 WPCB0 WPCA0,"Wimpey Creek, Lemhi R. Basin",Instream Remote Detection System,17060204,Lemhi,522.303.416.020.001,1262,Upstream Antenna,"In-stream detection system consisting of two antennas deployed serially about 30 meters apart in Wimpey Creek and is approximately 70 meters upstream of the confluence with the Lemhi River.  WPC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc.  The initial configuration consisting of three arrays of three antennas each was replaced in August of 2017 to two 20 foot ABS antennas.  Site electricity comes from the adjacent electrical service lines and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature.",45.097938,-113.720497,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
WPJ,NA,INT,WAPATO DIVERSION JUVENILE,Wapato Dam Smolt Bypass,Juvenile Fish Bypass Facility,539.172,711,46.5243,-120.4759,GRA.Below_GRA.Below_GRA_Other.WPJ,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPT,NA,INT,White Pine Temporary Array,"This site is a temporary PIT tag detection system located at rkm 0.1 on Whitepine Creek. The detection system consists of two 10-foot antennas in a single row, installed in pass-through configuration. The row of antennas spans the wetted width of the channel during base flows. The antennas are operated by Allflex RM 310 reader boards. Data from each antenna is stored on an Acumen DataBridge. A 6 VDC battery bank powers the detection system. The antennas were built and installed by WDFW. The site is typically installed and operated March-June annually.",Instream Remote Detection System,754.025.001,780,47.774525,-120.91604,GRA.Below_GRA.Below_GRA_Other.WPT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WR1,NA,INT,Wallowa River at river km 14,"WR1 is an in-stream detection system consisting of a single array located in the Wallowa River, Oregon.  The array is located at river km 522.271.131.014 (N 45.633769 ° W -117.73369°) and consists of six 20 foot Biomark flat panel antennas.  The array spans all but 20 feet of the river at base flow.  WR1 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe Fisheries and Quantitative Consultants, Inc. and was installed for continuous monitoring on August 16, 2013.  The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level.  Electrical power is provided by a thermal electric generator.  Remote communication is provided by a satellite phone modem.  Data collection started on August 16, 2013.",Instream Remote Detection System,522.271.131.014,938,45.63367941,-117.7337567,GRA.Grande_Ronde.Wallowa.WR1,Grande_Ronde,Wallowa,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,100,Grande Ronde,Wallowa River,18,GRA WR1,Wallowa River at river km 14,Instream Remote Detection System,17060105,Wallowa,522.271.131.014,938,Left Bank,"WR1 is an in-stream detection system consisting of a single array located in the Wallowa River, Oregon.  The array is located at river km 522.271.131.014 (N 45.633769 ° W -117.73369°) and consists of six 20 foot Biomark flat panel antennas.  The array spans all but 20 feet of the river at base flow.  WR1 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe Fisheries and Quantitative Consultants, Inc. and was installed for continuous monitoring on August 16, 2013.  The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level.  Electrical power is provided by a thermal electric generator.  Remote communication is provided by a satellite phone modem.  Data collection started on August 16, 2013.",45.63367941,-117.7337567,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,GRWAL-s,Wallowa River,Snake River Basin Steelhead DPS,Grande Ronde River,NA,NA,NA,NA
WR2,NA,INT,Wallowa River at rkm 32,"WR2 is a tandem array in-stream detection sytem located in the Wallowa River at approximately river km 32 just upstream of Lower Diamond Road bridge near the town of Wallowa, OR. A total of 8 HDPE antennas (2 sets of 4 in parallel) span approximately 21 meters river channel. WR2 was installed on August 2, 2018 and is operated by the Nez Perce Tribe Grand Ronde Supplementation Monitoring and Evaluation Program. The site is powered by a thermal electric generator fueled by a 300 gallon propane tank. Remote communication is provided by satellite phone modem. Data collection started on October 23, 2018.",Instream Remote Detection System,522.271.131.032,956,45.594472,-117.579237,GRA.Grande_Ronde.Wallowa.WR1.WR2,Grande_Ronde,Wallowa,NEW,Adult/Juvenile,Yes,No,NPT,NPT,BPA,NA,NA,Wallowa River,NA,NA,Wallowa River at rkm 32,Instream Remote Detection System,17060105,Wallowa,522.271.131.032,956,NA,"WR2 is a tandem array in-stream detection sytem located in the Wallowa River at approximately river km 32 just upstream of Lower Diamond Road bridge near the town of Wallowa, OR. A total of 8 HDPE antennas (2 sets of 4 in parallel) span approximately 21 meters river channel. WR2 was installed on August 2, 2018 and is operated by the Nez Perce Tribe Grand Ronde Supplementation Monitoring and Evaluation Program. The site is powered by a thermal electric generator fueled by a 300 gallon propane tank. Remote communication is provided by satellite phone modem. Data collection started on October 23, 2018.",45.594472,'-117.579237,Shane Vatland,shanev@nezperce.org,(541) 432-2508,NPT,NA,NA,NA,NA,NA,NA,NA,NA
WRP,NA,INT,Woodland Release Ponds,The Woodland Release Ponds have four raceways paired in two ponds. Each pond has a single PIT tag antenna located in one of the last two (moveable) dam board slots. This site will be in operation to monitor volitional releases from the pond.,Monitored Fish Release,140.014,154,45.925482,-122.719451,GRA.Below_GRA.Below_GRA_Other.WRP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
