Site type,SiteID,Purpose,Operational_Assessment,Original_Fasttrack,Data_Steward,O&M,Funding,ConfigID,Area,Model_Branch,branch num,PATH,SiteName,SiteTypeName,Interrogation Site Subbasin Code,SubBasin Name,RKM,RKMTotal,AntennaGroup,SiteDescription,Latitude,Longitude,Data Steward Name,Steward Email,Steward Phone,Steward Organization,Steelhead_TRT_POPID,Steelhead_POP_NAME,Steelhead_ESU_DPS,Steelhead_MPG,Chinook_TRT_POPID,Chinook_POP_NAME,Chinook_ESU_DPS,Chinook_MPG
INT,USE,Adult Est.,Yes,Yes,QCI,QCI/NPT,BPA,100,Upper Salmon,Upper Salmon,26,GRA USE,Upper Salmon River at rkm 437,Instream Remote Detection System,17060203,Middle Salmon-Panther,522.303.437,1262,ARRAY,"In-stream detection system consisting of a single array located in the Salmon River. The array (USE) is located at river km 522.303.437 (N45.028939 W-113.915892) and consists of six 20 foot Biomark flat panel antennas. The array does not span the entire river at base flow. USE is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in September, 2012. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by a battery switcher with power supplied from a thermal electric generator. Remote communication is provided by a cellular phone modem. Data collection started on September 14, 2012.",45.02853032,-113.9163189,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRUMA-s,Salmon River upper mainstem,Snake River Basin Steelhead DPS,Salmon River,,,,
INT,USI,Adult Est.,Yes,Yes,QCI,QCI/NPT,BPA,100,Upper Salmon,Upper Salmon,26,GRA USE USI,Upper Salmon River at rkm 460,Instream Remote Detection System,17060203,Middle Salmon-Panther,522.303.460,1285,ARRAY,"In-stream detection system consisting of a single array located in the main-stem Salmon River. The array (USI) is located at river km 522.303.460 (N44.890380 W-113.962575) and consists of six 20 foot Biomark flat panel antennas. The array does not span the entire river at base flows. USI is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in August, 2012. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by a battery switcher with power supplied from the electrical power grid. Remote communication is provided by a cellular phone modem. Data collection began in November 2012.",44.88976345,-113.9641445,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,,,,,,,,
INT,VC1,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,120,Upper Salmon,Upper Salmon,26,GRA USE USI VC2 VC1,"Valley Creek, Upstream Site",Instream Remote Detection System,17060201,Upper Salmon,522.303.609.002,1436,UPSTREAM ARRAY,"This is an in-stream interrogation system located on Valley Creek at Stanley, ID., in the Upper Salmon River.",44.21867155,-114.9421498,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,,,,,,,,
INT,VC2,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,130,Upper Salmon,Upper Salmon,26,GRA USE USI VC2,"Valley Creek, Downstream Site",Instream Remote Detection System,17060201,Upper Salmon,522.303.609.001,1435,Upstream 3-antenna Array,"This is an in-stream interrogation system located on Valley Creek below Stanley, ID., in the Upper Salmon River.",44.22190024,-114.9314605,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,,,,,SRVAL,Valley Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
INT,WPC,Adult/Juvenile,Yes,No,QCI,QCI/NPT,Unknown,110,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 WPCB0 WPCA0,"Wimpey Creek, Lemhi R. Basin",Instream Remote Detection System,17060204,Lemhi,522.303.416.020.001,1262,Upstream Antenna,"In-stream detection system consisting of two antennas deployed serially about 30 meters apart in Wimpey Creek and is approximately 70 meters upstream of the confluence with the Lemhi River.  WPC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc.  The initial configuration consisting of three arrays of three antennas each was replaced in August of 2017 to two 20 foot ABS antennas.  Site electricity comes from the adjacent electrical service lines and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature.",45.097938,-113.720497,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
INT,WR1,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,100,Grande Ronde,Wallowa River,18,GRA WR1,Wallowa River at river km 14,Instream Remote Detection System,17060105,Wallowa,522.271.131.014,938,Left Bank,"WR1 is an in-stream detection system consisting of a single array located in the Wallowa River, Oregon.  The array is located at river km 522.271.131.014 (N 45.633769 ° W -117.73369°) and consists of six 20 foot Biomark flat panel antennas.  The array spans all but 20 feet of the river at base flow.  WR1 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe Fisheries and Quantitative Consultants, Inc. and was installed for continuous monitoring on August 16, 2013.  The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level.  Electrical power is provided by a thermal electric generator.  Remote communication is provided by a satellite phone modem.  Data collection started on August 16, 2013.",45.63367941,-117.7337567,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,GRWAL-s,Wallowa River,Snake River Basin Steelhead DPS,Grande Ronde River,,,,
INT,ZENA0,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,110,SFSR,SF Salmon,21,GRA SFG ZENB0 ZENA0,Secesh River at Zena Cr. Ranch,Instream Remote Detection System,17060208,South Fork Salmon,522.303.215.059.003,1102,UPPER IN-STREAM ARRAY,"This is an in-stream interrogation system consisting of two separate antenna arrays, 130 meters apart, near the Zena Creek Ranch.  The upstream and downstream arrays consist of four flat plate antennas each, spanning 24 meters (80 ft.) across the low-water channel.",45.0333,-115.73302,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SFSEC-s,Secesh River,Snake River Basin Steelhead DPS,Salmon River,SFSEC,Secesh River,Snake River Spring/Summer-run Chinook Salmon ESU,South Fork Salmon River
INT,ZENB0,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,110,SFSR,SF Salmon,21,GRA SFG ZENB0 ZENA0,Secesh River at Zena Cr. Ranch,Instream Remote Detection System,17060208,South Fork Salmon,522.303.215.059.003,1102,UPPER IN-STREAM ARRAY,"This is an in-stream interrogation system consisting of two separate antenna arrays, 130 meters apart, near the Zena Creek Ranch.  The upstream and downstream arrays consist of four flat plate antennas each, spanning 24 meters (80 ft.) across the low-water channel.",45.0333,-115.73302,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SFSEC-s,Secesh River,Snake River Basin Steelhead DPS,Salmon River,SFSEC,Secesh River,Snake River Spring/Summer-run Chinook Salmon ESU,South Fork Salmon River
INT,CEY,Habitat Eval,No,No,SHOBAN,SHOBAN,Unknown,100,Upper Salmon,Yankee Fork,26,GRA USE USI YFKB0 YFKA0,Cearley Creek Side Channel,Instream Remote Detection System,17060201,Upper Salmon,522.303.591.009,1425,Upstream Array,"Cearley Creek is a small tributary of the Yankee Fork of the Salmon River, Idaho and flows into a newly constructed side channel  and then into the Yankee Fork main stem. One 10ft x 5ft passthrough antenna and one 9ft x 5ft passthrough antenna are installed at the head of the side channel and two 10ft x 5ft passthrough antennas are installed at the mouth of the side channel. The upstream array of antennas are approximately 0.8 km (0.5 miles) away from the downstream array.",44.339059,-114.72164,Evelyn Galloway,egalloway@sbtribes.com,(208) 251-1283,SHOBAN,,,,,,,,
INT,YFK,Adult Est.,No,No,SHOBAN,SHOBAN,Unknown,100,Upper Salmon,Yankee Fork,26,GRA USE USI YFKB0 YFKA0,Yankee Fork Salmon River,Instream Remote Detection System,17060201,Upper Salmon,522.303.591.003,1419,UPSTREAM ARRAY,"Theis is a permanent instream PIT tag detection site consisting of four Biomark 20ft stout pass-by antennas connected to an enclosure pole. The antennas are arranged in two arrays about 10 meters apart. The equipment is linked to direct power and communications are provided by direct phone line. Water depth, water temperature, and air temperature probes are also installed. The site is located 3.14 river kilometers upstream from the confluence with the Salmon River at an elevation of 1855m. The site is characterized as a B-type channel with 2-4 percent grade, a B-type streambed, and a 2-3 (boulder:cobble) stream type. Primary vegetation at the site includes alders, willows, and conifers.",44.28773709,-114.7204533,Lytle Denny,ldenny@sbtribes.com,(208) 239-4560,SHOBAN,,,,,SRYFS,Yankee Fork,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
INT,LAP,Adult/Juvenile,Yes,No,USBR,USBR,USBR,120,Lapwai,Lapwai,7,GRA LAPB0 LAPA0,"Lapwai Creek, near its mouth",Instream Remote Detection System,17060306,Clearwater,522.224.019.001,766,UPPER INSTREAM ARRAY,"In-stream detection system consisting of three arrays located in Lapwai Creek.  The site (LAP) is located at river km 522.224.019.001 (46.443273, -116.812535) and consists of three arrays each having one 20 foot and one 10 foot Biomark flat panel antenna.  Each array spans the entire river at base flow.  LAP is operated by the Nez Perce Tribe Fisheries and cooperators; Reclamation and Quantitative Consultants, Inc. The site was moved 750m upstream from its original location and reinstalled on November 6, 2012.  Electrical power is provided by a Clearwater Power.  Remote communication is provided by a Verizon cell phone modem.",46.443273,-116.812535,Anthony Prisciandaro,APrisciandaro@usbr.gov,(208)383-2233,USBR,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRLAP,Lapwai/Big Canyon,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
INT,MIS,Adult/Juvenile,Yes,No,USBR,USBR,USBR,100,Clearwater,Lapwai,7,GRA LAPB0 LAPA0 MISB0 MISA0,Mission Creek,Instream Remote Detection System,17060306,Clearwater,522.224.019.016.001,782,UPSTREAM ANTENNA,"This is an in-stream interrogation system consisting of two separate antennas, 7 meters apart and approximately 0.1 kilometers upstream from the mouth of Mission Creek, powered by a Destron Fearing FS1001M (labeled C0). The upstream antenna, C1, and downstream antenna, C2, each consist of a single fiberglass flat-plate antenna engineered by Biomark Inc. The antennas both cover the width of the stream in all but the highest spring discharges. MIS is operated by the University of Idaho, Department of Fish and Wildlife Resources in coordination with Bureau of Reclamation.",46.367062,-116.735597,Anthony Prisciandaro,APrisciandaro@usbr.gov,(208)383-2233,USBR,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRPOT,Polatch River,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
INT,SWT,Adult/Juvenile,Yes,No,USBR,USBR,USBR,110,Lapwai,Lapwai,7,GRA LAPB0 LAPA0 SWTB0 SWTA0,Sweetwater Cr. near its mouth,Instream Remote Detection System,17060306,Clearwater,522.224.019.010.001,776,UPPER INSTREAM ARRAY,"This is an in-stream interrogation system consisting of three separate antennas, 5 meters apart and approximately 0.1 kilometers upstream from the mouth of Sweetwater Creek. The upstream antenna B1, middle antenna B2, and downstream antenna B3 each consist of a single PVC encased flat-plate antenna.  Antennas B1 and B3 are 15 feet wide and antenna B2 is 10 feet wide.  The antennas all cover the width of the stream in all but the highest spring discharges (Figure 3). SWT is operated by the University of Idaho, Department of Fish and Wildlife Resources in coordination with Bureau of Reclamation. This new setup was installed in November 2011 and replaced the old setup that was originally installed in November 2010.",46.36921715,-116.7957569,Anthony Prisciandaro,APrisciandaro@usbr.gov,(208)383-2233,USBR,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRPOT,Polatch River,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
INT,WEB,Adult/Juvenile,Yes,No,USBR,USBR,USBR,100,Clearwater,Lapwai,7,GRA LAPB0 LAPA0 SWTB0 SWTA0 WEBB0 WEBA0,Webb Creek,Instream Remote Detection System,17060306,Clearwater,522.224.019.010.006.001,782,UPSTREAM ANTENNA,"This is an in-stream interrogation system consisting of two separate antennas, 10 meters apart and approximately 1.0 kilometers upstream from the mouth of Webb Creek, powered by a Destron Fearing FS1001M (labeled D0). The upstream antenna, D1, and downstream antenna, D2, each consist of a single PVC flat-plate antenna engineered by NMFS. The antennas both cover the width of the stream in all but the highest spring discharges. WEB is operated by the University of Idaho, Department of Fish and Wildlife Resources in coordination with Bureau of Reclamation.",46.325992,-116.831974,Anthony Prisciandaro,APrisciandaro@usbr.gov,(208)383-2233,USBR,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRPOT,Polatch River,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
INT,CLC,Adult Est.,No,No,USFWS,USFWS,USFWS,100,Clearwater,Clear Creek,14,GRA CLC,Clear Creek near Kooskia NFH,Instream Remote Detection System,17060304,Middle Fork Clearwater,522.224.120.004.001,871,Clear Creek Array,"Instream detection array located in lower Clear Creek, a tributary to the Clearwater River, just downstream of Kooskia National Fish Hatchery. The array (CLC) is located at river km 522.224.120.004.001 and consists of five 10 foot Biomark flat panel antennas that span the entire river at base flow. The system is powered by Kooskia NFH and transmits interrogation data to the IFRO through a cellular modem. Data is reported to PTAGIS weekly via manually e-mailed interrogation files. CLC is operated by the Idaho Fishery Resource Office located in Orofino, ID. The array was installed in July, 2014 and began operation in February, 2015.",46.13273852,-115.9501835,Chris Griffith,Christopher_Griffith@fws.gov,(208) 476-2241,USFWS,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,,,,
INT,LTR,Adult/Juvenile,No,No,WDFW,WDFW,Unknown,160,Tocannon,Tocannon,1,GRA LTR,Lower Tucannon River,Instream Remote Detection System,17060107,Lower Snake-Tucannon,522.100.003,625,UPSTREAM LEFT ANTENNA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.",46.544192,-118.162901,Todd Miller,Todd.Miller@dfw.wa.gov,(509) 664-3148,WDFW,SNTUC-s,Tucannon River,Snake River Basin Steelhead DPS,Lower Snake,SNTUC,Tucannon River,Snake River Spring/Summer-run Chinook Salmon ESU,Lower Snake
INT,MTR,Adult/Juvenile,No,No,WDFW,WDFW,Unknown,110,Tocannon,Tocannon,1,GRA LTR MTR,Middle Tucannon River,Instream Remote Detection System,17060107,Lower Snake-Tucannon,522.100.019,641,UPSTREAM ARRAY,"The Middle Tucannon River site is located about 250 feet above the River Ranch Ln bridge on the Tucannon River, at River Kilometer 19.5. The site consists of six flat plate antennas (three rows of two antennas each) and powered from direct power on the grid.",46.50523883,-118.0162736,Todd Miller,Todd.Miller@dfw.wa.gov,(509) 664-3148,WDFW,,,,,,,,
INT,TFH,Weir Eval,No,No,WDFW,WDFW,Unknown,110,Tocannon,Tocannon,1,GRA LTR MTR UTR TUCH,Tucannon Fish Hatchery,Instream Remote Detection System,17060107,Lower Snake-Tucannon,522.100.059,681,Upstream Array A,"The Tucannon Fish Hatchery site is located at the Tucannon Fish Hatchery Adult Trap and Water Intake System on the Tucannon River, at River Kilometer 59.4. The site consists of six flat plate antennas (two rows of three antennas each) upstream of the weir, two antennas were in the fish ladder and four flat plate antennas (two rows of two antennas each) were installed approximately 400m downstream of the weir. The antennas in the fish ladder and downstream of the weir were added in December 2016 during a site overhaul that also included replacing the FS1001M transceiver with the IS1001-MC and the original 6 antennas. The site is connected to AC power and also includes a Campbell Scientific CR1000 data logger and remote communication via a satellite modem.",46.30962692,-117.6571606,Todd Miller,Todd.Miller@dfw.wa.gov,(509) 664-3148,WDFW,,,,,,,,
INT,UTR,Adult/Juvenile,No,No,WDFW,WDFW,Unknown,100,Lower Snake,Tocannon,1,GRA LTR MTR UTR,Upper Tucannon River,Instream Remote Detection System,17060107,Lower Snake-Tucannon,522.100.053,675,UPSTREAM ARRAY,"The Upper Tucannon River site is located about 200 yards above Don Howards House on the Tucannon River, at River Kilometer 53.2. The site consists of six flat plate antennas (three rows of two antennas each) and powered from direct power on the grid.",46.41592231,-117.7383419,Todd Miller,Todd.Miller@dfw.wa.gov,(509) 664-3148,WDFW,,,,,,,,
NEW,LRU,Adult Est.,No,No,IDFG,IDFG,Unknown,,Clearwater,Lochsa River,,,Lochsa River Upper Site,Instream Remote Detection System,17060303,,522.224.120.037.003,906,,Site is located in lower 3km of the mainstem Lochsa River.  Site is comprised of eighteen 20ft. antennas with the electronic enclosure located on river right.  The site consists of a single array of antennas and is channel spanning.  The site contains two IS1001-MC units.  The left unit controls antennas 1-9 (A1-A9) and the right unit controls antennas 10-18 (B1-B9).,46.163821,'-115.589663,Jason Fortier,Jason.fortier@idfg.idaho.gov,(208) 799-5010,IDFG,CRLOC-s,Lochsa River,Snake River Basin Steelhead DPS,Clearwater River,CRLOC,Lochsa River,Snake River Spring/Summer-run Chinook Salmon ESU,Wet Clearwater
NEW,RFL,Adult/Juvenile,No,No,IDFG,IDFG,Unknown,,Upper Salmon,Upper Salmon,,,Redfish Lake Creek,Instream Remote Detection System,17060201,,522.303.615.001,1441,,"The site is located on Redfish Lake Creek approximately one half mile upstream from the confluence with the Salmon River. The electronics enclosure and battery box are located on the river right bank on the back side of a storage shed used by the camp host at Chinook Bay Campground.The site consists of four 20ft HDPE antennas, located in a single string across the river.  The antennas are constructed of fusion welded 4 inch HDPE pipe. Each antenna is driven by a Biomark IS1001 reader located in a submersible canister attached to the antenna. The readers are controlled by a Biomark IS1001-MC located in an enclosure on the shore.   The antennas are anchored to the streambed with a through-strut method using DB-88 earth anchors attached to stainless steel threaded rod. The anchors are driven to a depth of 20-30 inches into the river bed. The IS1001 readers are connected to the IS1001-MC via Biomark CAN Bus cable. All cables are covered by flexible non-metallic conduit.  Power for the syst",44.164727,'-114.905043,Eric Johnson,eric.johnson@idfg.idaho.gov,(208) 939-6713,IDFG,,,,,,,,
NEW,YPP,Adult/Juvenile,No,No,MGS,MGS,MGS,,SFSR,SF Salmon,,,Yellow Pine Pit Lake,Instream Remote Detection System,17060208,South Fork Salmon,522.303.215.060.042,1142,,"Site is located roughly 300ft downstream from the outlet of Yellow Pine Pit Lake in the Stibnite mine on the East Fork of the Southfork Salmon River. The closest major landmark is the town of Yellow Pine, ID which is roughly 11 miles downstream from the site. The site consists of (1) Biomark IS1001MC and (2) Biomark 15ft HDPE Antennas, power to the site is from a Thermo Electric Generator running on propane, with no remote communications.",44.928995,'-115.333883,Kyle Fend,fend@midasgoldinc.com,(208) 866-8579,MGS,SFMAI-s,South Fork Salmon River,Snake River Basin Steelhead DPS,Salmon River,SFEFS,East Fork South Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,South Fork Salmon River
NEW,SW2,Adult Est.,Yes,No,NPT,NPT,BPA,,Clearwater,Selway River,,,Upper Selway River Array,Instream Remote Detection System,17060302,,522.224.120.037.013,916,,"Site consists of a pair of Biomark IS1001-Master Controllers, 18-IS1001 readers, sixten 20 ft antennas and two 10 ft antennas. The antennas are arranged in single 340 ft array. IS1001-MC A0 controls antennas 01-09 (from left-bank) and IS1001-MC BO controls antennas 01-09 (from middle of channel to right bank). Site has AC power with Biomark PLC battery switcher, satellite communication and Campbell Scientific CS451 and 109 environmental probes.",46.085934,'-115.515533,Jason Vogel,jasonv@nezperce.org,(208) 843-7145,NPT,CRSEL-s,Selway River,Snake River Basin Steelhead DPS,Clearwater River,SEUMA,Upper Selway River,Snake River Spring/Summer-run Chinook Salmon ESU,Wet Clearwater
NEW,WR2,Adult/Juvenile,Yes,No,NPT,NPT,BPA,,,Wallowa River,,,Wallowa River at rkm 32,Instream Remote Detection System,17060105,Wallowa,522.271.131.032,956,,"WR2 is a tandem array in-stream detection sytem located in the Wallowa River at approximately river km 32 just upstream of Lower Diamond Road bridge near the town of Wallowa, OR. A total of 8 HDPE antennas (2 sets of 4 in parallel) span approximately 21 meters river channel. WR2 was installed on August 2, 2018 and is operated by the Nez Perce Tribe Grand Ronde Supplementation Monitoring and Evaluation Program. The site is powered by a thermal electric generator fueled by a 300 gallon propane tank. Remote communication is provided by satellite phone modem. Data collection started on October 23, 2018.",45.594472,'-117.579237,Shane Vatland,shanev@nezperce.org,(541) 432-2508,NPT,,,,,,,,
NEW,UGS,Weir Eval,No,No,ODFW,ODFW,Unknown,,,Upper Grande Ronde,,,Upper Grande Ronde Starkey,Instream Remote Detection System,17060104,Upper Grande Ronde,522.271.291,1084,,"Instream detection array near the upper Grande Ronde weir at Starkey, consisting of a IS1001-MTS multiplexing receiver and eight antennas, each with 24v IS1001s.  Antenna arrays consist of eight antennas that span the normal high water mark and are secured to the substrate for pass-over detection.  Three antennas are placed side-by-side to span the creek for the upstream two arrays, and two antennas are placed side-by-side to span the creek for the downstream most array. This provides three separate arrays of coverage. Site is grid powered and operates year-round. Site is on private land.",45.248955,'-118.388958,Derrek Faber,Derrek.M.Faber@state.or.us,(541) 296-3023 x221,ODFW,,,,,,,,
NEW,WEN,Adult Est.,No,No,ODFW,ODFW,Unknown,,,Wenaha,,,Wenaha River Mouth,Instream Remote Detection System,17060106,Lower Grande Ronde,522.271.073.001,867,,"Instream detection array on the Wenaha River near Troy, Oregon (called the Little Salmon (Wenaha) on tax maps).  Array consists of a IS1001-MTS multiplexing receiver and nine antennas, each with 24v-IS1001s.  Antenna arrays consist of nine antennas that span the normal high water mark and are secured to the substrate for pass-over detection.  Five antennas are placed side-by-side to span the creek for the upstream array, and four antennas are placed side-by-side to span the creek for the downstream array.  This provides two separate arrays of coverage to determine detection efficiency.  Site is grid powered and operates year-round.   Site is on ODFW property.",45.946151,'-117.454124,Derrek Faber,Derrek.M.Faber@state.or.us,(541) 296-3023 x221,ODFW,,,,,,,,
NEW,BRC,Adult Est.,No,No,SHOBAN,SHOBAN,Unknown,,MFSR,Bear Valley,,,Bear Valley Adult Video Weir,Instream Remote Detection System,17060205,,522.303.319.170.006,1320,,"On June 28, 2012, the Tribes, with assistance from Biomark, installed a pass-through interrogation system on the existing Bear Valley Creek Chinook adult monitoring weir to evaluate the returns of PIT tagged adults to Bear Valley Creek, Idaho.  The interrogation site consists of two 24 x 24 inch Biomark pass-through antennas attached to the video chamber box, separated by six feet to provide upstream and downstream detection capability.  The antenna cables are woven across the weir panels to the central mux, located in a weather resistant, insulated and fan cooled cargo trailer adjacent to the weir.  Power is supplied by four tandem 50 amp-hour 12 volt DC batteries under constant charge from the on-site camp trailer generator.  The in-stream location is characterized as a B-type channel with 2-4 percent grade, a B-type streambed, and a 2-3 (boulder:cobble) steam type.",44.42793872,'-115.2841711,Kurt Tardy,ktardy@sbtribes.com,(208) 239 - 4562,SHOBAN,MFUMA-s,,,,MFBEA,,,
NEW,PCA,Adult Est.,No,No,SHOBAN,SHOBAN,Unknown,,,Panther,,,Panther Creek Array,Instream Remote Detection System,17060203,,522.303.338.005,1168,,"The site consists of 6-20ft HDPE antennas, arranged in two strings of 3 antennas located about 150 apart. The antennas are constructed of fusion welded 4 inch HDPE pipe. Each antenna is driven by a Biomark IS1001 reader located in a submersible canister attached to the antenna. The readers are controlled by a Biomark IS1001-MC located in an enclosure on the shore.The antennas are anchored to the streambed with a ?through-strut? method using DB-88 earth anchors attached to stainless steel threaded rod. The anchors are driven to a depth of 20-30 inches into the river bed. The IS1001 readers are connected to the MC by a single run of Biomark CAN-Bus cable. The readers are attached in series to the MC. All cables are covered by flexible non-metallic conduit.Power for the system is supplied by a propane Gentherm Thermo Electric Generator (TEG), this power creates a constant 27 volts of DC power supplied to the Biomark electronics enclosure; which houses the Biomark IS1001-Master Controller ",45.295253,'-114.358101,Lytle Denny,ldenny@sbtribes.com,(208) 239-4560,SHOBAN,SRPAM-s,,,,SRPAN,,,
WEIR,CROTRP,,Yes,No,IDFG,Unknown,Unknown,0,Clearwater,SF Clearwater,13,GRA SC1 SC2B0 SC2A0,Crooked River Trap,Trap or Weir,17060305,South Fork Clearwater,522.224.120.094.001,961,NA,NA,45.82120497,-115.5277454,0,0,0,0,CRSFC-s,South Fork Clearwater River,Snake River Basin Steelhead DPS,Clearwater River,SCUMA,Upper South Fork Clearwater,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
WEIR,FISTRP,,Yes,No,IDFG,Unknown,Unknown,0,Clearwater,Lochsa River,15,GRA LRL FISTRP,Fish Creek Trap,Trap or Weir,17060303,Lochsa,522.224.120.037.039.002,944,NA,NA,46.34011495,-115.3551271,0,0,0,0,CRLOC-s,Lochsa River,Snake River Basin Steelhead DPS,Clearwater River,CRLOC,Lochsa River,Snake River Spring/Summer-run Chinook Salmon ESU,Wet Clearwater
WEIR,PAHH,,Yes,No,IDFG,Unknown,Unknown,0,Upper Salmon,PAHH,26,GRA USE USI PAHH,Pahsimeroi Hatchery,Hatchery,17060202,Pahsimeroi,522.303.489.011,1325,NA,NA,44.68413872,-114.0394706,0,0,0,0,SRPAH-s,Pahsimeroi River,Snake River Basin Steelhead DPS,Salmon River,SRPAH,Pahsimeroi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
WEIR,POTREF,,Yes,No,IDFG,Unknown,Unknown,0,Clearwater,Potlach River,8,GRA JUL HLMB0 HLMA0 POTREF,East Fork Potlatch River,River,17060306,Clearwater,522.224.024.065,835,NA,NA,46.84772425,-116.3491158,0,0,0,0,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,CRPOT,Polatch River,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
WEIR,RAPH,,Yes,No,IDFG,Unknown,Unknown,0,Salmon,Rapid River,20,GRA RAPH,Rapid River Hatchery,Hatchery,17060210,Little Salmon,522.303.140.007.006,978,NA,NA,45.35368101,-116.394575,0,0,0,0,SRLSR-s,Little Salmon and Rapid River,Snake River Basin Steelhead DPS,Salmon River,SRLSR,Little Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,South Fork Salmon River
WEIR,REDTRP,,Yes,No,IDFG,Unknown,Unknown,0,Clearwater,SF Clearwater,13,GRA SC1 SC2B0 SC2A0,Red River Trap,Trap or Weir,17060305,South Fork Clearwater,522.224.120.101.006,973,NA,NA,45.79385033,-115.4345747,0,0,0,0,CRSFC-s,South Fork Clearwater River,Snake River Basin Steelhead DPS,Clearwater River,SCUMA,Upper South Fork Clearwater,Snake River Spring/Summer-run Chinook Salmon ESU,Dry Clearwater
WEIR,SALEFT,,Yes,No,IDFG,Unknown,Unknown,0,Upper Salmon,SALEFT,26,GRA USE USI SALEFT,East Fork Salmon River Trap,Trap or Weir,17060201,Upper Salmon,522.303.552.029,1406,NA,NA,44.11841284,-114.4289557,0,0,0,0,SREFS-s,East Fork Salmon River,Snake River Basin Steelhead DPS,Salmon River,SREFS,East Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
WEIR,SALRNF,,Yes,No,IDFG,Unknown,Unknown,0,NFSR,NF Salmon,,,North Fork Salmon River,River,17060203,Middle Salmon-Panther,522.303.381,1206,NA,NA,45.54902927,-113.9365714,0,0,0,0,SRNFS-s,North Fork Salmon River,Snake River Basin Steelhead DPS,Salmon River,SRNFS,North Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
